shipment_id,vaccine_type,transport_mode,route,temperature_avg_c,temperature_max_c,temperature_min_c,humidity_pct,vibration_g,door_open_count,transit_duration_hrs,power_outage_mins,temp_excursion,temp_excursion_duration_mins,cold_chain_failure
SHP-04414,Hepatitis-B,Air,Bengaluru-Pune,4.65,5.85,2.64,53.92,0.2137,2,64.06,0.75,0,0.0,0
SHP-04415,Polio,Road,Jaipur-Hyderabad,3.59,7.04,3.3,60.45,0.0791,1,55.48,6.03,0,0.0,0
SHP-04416,Polio,Air,Jaipur-Hyderabad,-0.72,-0.49,-1.55,54.29,0.0355,6,11.64,0.76,1,47.5,1
SHP-04417,Polio,Road,Chennai-Kolkata,1.32,3.4,0.8,62.63,0.1941,2,55.64,15.32,1,115.22,0
SHP-04418,COVID-19-mRNA,Road,Bengaluru-Pune,5.99,6.64,4.98,64.4,0.3069,2,23.61,2.95,0,0.0,0
SHP-04419,Polio,Road,Bengaluru-Pune,8.86,10.57,8.74,25.88,0.2246,5,57.02,0.16,1,111.18,1
SHP-04420,COVID-19-mRNA,Road,Lucknow-Ahmedabad,4.92,5.38,4.62,50.66,0.007,4,68.6,0.82,0,0.0,0
SHP-04421,COVID-19-mRNA,Sea,Chennai-Kolkata,6.76,7.02,6.56,36.43,0.4326,3,67.39,1.72,0,0.0,0
SHP-04422,Rotavirus,Road,Bengaluru-Pune,3.61,5.32,3.6,57.39,0.0782,2,14.25,6.08,0,0.0,0
SHP-04423,Hepatitis-B,Road,Chennai-Kolkata,3.78,5.43,3.65,51.99,0.1185,3,9.61,6.68,0,0.0,0
SHP-04424,Influenza,Road,Chennai-Kolkata,6.73,7.82,4.99,68.56,0.0643,5,57.28,1.2,0,0.0,0
SHP-04425,Polio,Sea,Chennai-Kolkata,8.16,9.48,7.54,57.07,0.3674,4,52.86,5.23,1,28.42,0
SHP-04426,Polio,Rail,Delhi-Mumbai,7.25,7.29,6.33,50.14,0.05,6,17.63,0.16,0,0.0,0
SHP-04427,COVID-19-mRNA,Road,Bengaluru-Pune,1.33,3.18,1.14,64.39,0.1481,1,51.18,0.54,1,24.62,0
SHP-04428,COVID-19-mRNA,Rail,Chennai-Kolkata,3.83,3.9,2.22,51.82,0.3005,1,7.02,3.83,0,0.0,0
SHP-04429,COVID-19-mRNA,Road,Delhi-Mumbai,4.69,6.58,2.88,50.02,0.0918,2,47.66,6.08,0,0.0,0
SHP-04430,Influenza,Rail,Delhi-Mumbai,3.35,5.97,1.27,58.94,0.2955,3,60.93,12.29,1,105.76,0
SHP-04431,Hepatitis-B,Rail,Jaipur-Hyderabad,4.97,5.44,4.44,71.13,0.2098,2,48.36,2.88,0,0.0,0
SHP-04432,Hepatitis-B,Air,Jaipur-Hyderabad,6.05,8.54,5.43,63.54,0.9852,1,10.32,0.64,1,25.01,0
SHP-04433,Polio,Road,Bengaluru-Pune,6.51,7.77,6.26,60.67,0.7921,1,71.4,13.22,0,0.0,0
SHP-04434,Rotavirus,Road,Jaipur-Hyderabad,8.21,8.63,7.66,82.51,2.4706,3,29.5,2.88,1,16.92,0
SHP-04435,COVID-19-mRNA,Road,Bengaluru-Pune,3.18,4.59,2.5,47.68,0.3764,2,31.11,3.44,0,0.0,0
SHP-04436,COVID-19-mRNA,Road,Delhi-Mumbai,0.59,1.01,-1.18,47.45,0.4283,4,11.59,9.64,1,35.26,0
SHP-04437,Polio,Road,Delhi-Mumbai,4.9,6.22,3.39,56.46,1.4654,3,17.03,4.41,0,0.0,0
SHP-04438,Influenza,Air,Bengaluru-Pune,8.71,8.8,7.9,70.15,0.2551,3,23.9,1.79,1,96.09,0
SHP-04439,Rotavirus,Air,Jaipur-Hyderabad,2.81,4.77,1.84,45.58,0.4056,0,58.75,3.89,1,54.94,0
SHP-04440,COVID-19-mRNA,Road,Jaipur-Hyderabad,5.72,5.94,5.33,72.55,0.2383,4,51.66,4.9,0,0.0,0
SHP-04441,Rotavirus,Air,Bengaluru-Pune,5.74,7.29,5.6,40.61,0.3947,4,44.52,11.03,0,0.0,0
SHP-04442,Influenza,Air,Lucknow-Ahmedabad,4.48,6.86,3.38,53.79,0.0421,3,63.02,1.34,0,0.0,0
SHP-04443,COVID-19-mRNA,Air,Jaipur-Hyderabad,4.02,5.18,2.32,56.73,0.7658,4,71.86,4.1,0,0.0,0
SHP-04444,Polio,Road,Chennai-Kolkata,1.69,2.31,1.66,46.17,2.1093,3,31.4,12.66,1,21.36,0
SHP-04445,Polio,Road,Jaipur-Hyderabad,-1.7,-0.47,-2.66,48.79,0.034,1,31.82,0.23,1,100.59,1
SHP-04446,Rotavirus,Air,Lucknow-Ahmedabad,1.22,2.9,0.29,62.97,0.8073,1,54.58,1.08,1,54.58,0
SHP-04447,COVID-19-mRNA,Sea,Delhi-Mumbai,3.02,5.35,2.74,69.42,0.1384,7,48.53,2.13,0,0.0,0
SHP-04448,Influenza,Road,Delhi-Mumbai,6.74,8.75,6.43,33.85,0.11,2,6.88,5.67,1,70.23,0
SHP-04449,Polio,Road,Delhi-Mumbai,3.74,7.24,2.37,56.8,0.5911,6,49.26,9.22,0,0.0,0
SHP-04450,Influenza,Road,Jaipur-Hyderabad,2.7,5.29,1.22,53.87,0.0226,4,53.49,1.11,1,88.35,0
SHP-04451,Polio,Road,Delhi-Mumbai,1.77,1.98,1.05,56.07,0.3111,6,71.07,1.42,1,71.4,0
SHP-04452,Hepatitis-B,Road,Lucknow-Ahmedabad,5.64,8.11,5.46,51.83,0.0007,2,44.73,8.67,1,48.7,0
SHP-04453,Influenza,Air,Lucknow-Ahmedabad,7.4,7.48,7.08,42.1,0.4042,3,51.17,0.8,0,0.0,0
SHP-04454,Influenza,Air,Jaipur-Hyderabad,6.66,7.24,5.56,70.42,0.31,1,58.06,1.51,0,0.0,0
SHP-04455,Rotavirus,Rail,Chennai-Kolkata,5.52,7.43,4.65,66.59,1.2354,3,12.33,6.6,0,0.0,0
SHP-04456,COVID-19-mRNA,Road,Jaipur-Hyderabad,0.31,0.75,0.21,53.96,0.637,3,54.49,0.91,1,84.02,0
SHP-04457,Hepatitis-B,Road,Delhi-Mumbai,3.12,4.36,2.82,50.12,0.0673,2,42.09,8.8,0,0.0,0
SHP-04458,COVID-19-mRNA,Rail,Jaipur-Hyderabad,8.87,9.94,8.54,48.91,0.2189,1,12.6,3.37,1,79.4,0
SHP-04459,Polio,Road,Lucknow-Ahmedabad,6.8,7.11,5.34,29.14,1.341,2,50.21,2.97,0,0.0,0
SHP-04460,Hepatitis-B,Road,Jaipur-Hyderabad,0.16,1.02,-0.0,58.54,0.6461,3,21.48,0.73,1,58.45,0
SHP-04461,Polio,Road,Jaipur-Hyderabad,3.86,6.98,3.61,62.8,0.451,5,41.5,5.69,0,0.0,0
SHP-04462,Hepatitis-B,Air,Chennai-Kolkata,4.91,5.71,4.45,56.38,0.4094,3,24.54,10.77,0,0.0,0
SHP-04463,Rotavirus,Road,Lucknow-Ahmedabad,2.09,2.76,1.17,54.14,0.2538,2,12.9,5.89,1,95.03,0
SHP-04464,COVID-19-mRNA,Road,Bengaluru-Pune,-1.77,-1.55,-3.04,56.33,0.44,1,22.56,1.91,1,36.53,1
SHP-04465,Hepatitis-B,Rail,Bengaluru-Pune,4.25,4.78,4.01,46.47,0.7385,2,34.96,6.0,0,0.0,0
SHP-04466,Polio,Sea,Lucknow-Ahmedabad,2.03,2.67,0.06,50.0,0.0682,6,38.61,3.57,1,39.31,0
SHP-04467,COVID-19-mRNA,Sea,Bengaluru-Pune,2.04,3.36,1.22,53.34,1.7505,4,15.8,9.61,1,48.27,0
SHP-04468,COVID-19-mRNA,Sea,Delhi-Mumbai,3.11,3.51,1.94,61.97,0.1368,0,27.18,3.08,1,115.66,0
SHP-04469,Rotavirus,Road,Bengaluru-Pune,3.67,4.0,2.08,68.79,0.2969,5,62.72,1.35,0,0.0,0
SHP-04470,Rotavirus,Road,Delhi-Mumbai,3.98,4.07,3.93,52.71,0.0115,3,66.09,0.53,0,0.0,0
SHP-04471,Rotavirus,Road,Lucknow-Ahmedabad,1.79,2.0,1.11,44.55,0.3996,4,41.32,1.65,1,78.48,0
SHP-04472,Rotavirus,Road,Bengaluru-Pune,3.45,4.82,2.94,55.36,0.2405,5,38.36,4.15,0,0.0,0
SHP-04473,COVID-19-mRNA,Rail,Bengaluru-Pune,-0.39,-0.3,-0.59,75.11,0.1437,0,44.37,0.93,1,54.39,1
SHP-04474,Polio,Air,Delhi-Mumbai,4.78,5.14,3.92,45.42,2.1176,5,20.16,0.2,0,0.0,0
SHP-04475,Hepatitis-B,Sea,Delhi-Mumbai,-3.14,-2.54,-3.8,63.86,0.2794,2,71.58,2.98,1,47.86,0
SHP-04476,Polio,Rail,Jaipur-Hyderabad,3.28,3.55,2.82,68.36,0.2675,2,55.19,2.13,0,0.0,0
SHP-04477,Polio,Sea,Chennai-Kolkata,6.3,6.65,5.36,51.4,0.311,4,21.76,2.73,0,0.0,0
SHP-04478,Polio,Rail,Bengaluru-Pune,1.35,1.44,1.03,47.99,0.0617,0,23.96,3.03,1,74.37,0
SHP-04479,Hepatitis-B,Road,Chennai-Kolkata,5.79,6.62,5.72,60.75,0.2497,4,48.8,7.26,0,0.0,0
SHP-04480,Hepatitis-B,Air,Chennai-Kolkata,6.89,7.36,6.22,58.53,0.205,2,27.31,16.21,0,0.0,0
SHP-04481,COVID-19-mRNA,Air,Bengaluru-Pune,-4.27,-3.94,-4.44,61.95,0.3129,1,29.45,1.52,1,113.59,0
SHP-04482,Polio,Road,Delhi-Mumbai,3.62,3.89,3.32,75.74,0.9711,3,57.54,14.27,0,0.0,0
SHP-04483,Hepatitis-B,Road,Jaipur-Hyderabad,-3.19,-1.69,-3.94,56.67,0.1071,6,23.62,1.3,1,108.09,1
SHP-04484,Hepatitis-B,Rail,Lucknow-Ahmedabad,3.7,4.77,2.93,43.08,0.4679,5,52.55,7.03,0,0.0,0
SHP-04485,COVID-19-mRNA,Rail,Bengaluru-Pune,3.98,4.88,1.31,55.67,0.0192,3,67.7,5.72,1,11.64,0
SHP-04486,Influenza,Road,Bengaluru-Pune,-2.21,-2.16,-2.4,57.42,0.1905,1,14.19,0.27,1,75.13,0
SHP-04487,COVID-19-mRNA,Air,Lucknow-Ahmedabad,8.81,11.84,7.45,67.67,0.32,2,15.52,6.45,1,100.01,1
SHP-04488,Polio,Air,Chennai-Kolkata,4.72,5.04,3.03,53.03,0.0386,2,68.23,11.57,0,0.0,0
SHP-04489,Influenza,Air,Jaipur-Hyderabad,1.88,2.92,1.69,50.91,0.3926,3,19.43,13.31,1,72.47,0
SHP-04490,Hepatitis-B,Road,Chennai-Kolkata,7.66,7.69,7.3,41.29,0.1858,3,7.38,5.78,0,0.0,0
SHP-04491,COVID-19-mRNA,Road,Lucknow-Ahmedabad,-0.49,1.59,-0.59,60.47,2.4675,2,63.32,7.72,1,50.28,1
SHP-04492,Hepatitis-B,Air,Lucknow-Ahmedabad,0.93,1.71,-0.69,88.48,0.4984,2,24.63,0.37,1,98.21,1
SHP-04493,Hepatitis-B,Road,Jaipur-Hyderabad,-1.75,-0.43,-3.3,52.77,0.14,7,25.69,0.88,1,65.56,1
SHP-04494,Influenza,Air,Lucknow-Ahmedabad,8.5,9.15,8.45,59.52,0.0542,3,20.98,1.52,1,61.01,0
SHP-04495,Influenza,Road,Lucknow-Ahmedabad,4.83,8.16,4.41,49.52,0.0208,3,66.57,3.79,1,26.01,0
SHP-04496,Hepatitis-B,Road,Jaipur-Hyderabad,5.65,5.7,3.76,42.19,0.0476,6,57.11,2.44,0,0.0,0
SHP-04497,Polio,Road,Bengaluru-Pune,4.75,6.39,4.52,59.34,0.5698,2,45.39,5.35,0,0.0,0
SHP-04498,COVID-19-mRNA,Road,Chennai-Kolkata,5.43,5.63,3.48,55.28,0.9655,5,35.92,2.95,0,0.0,0
SHP-04499,COVID-19-mRNA,Sea,Bengaluru-Pune,4.2,6.52,3.72,31.14,0.0852,3,15.47,7.46,0,0.0,0
SHP-04500,Polio,Air,Bengaluru-Pune,4.68,5.83,2.77,71.1,0.2572,4,67.12,6.25,0,0.0,0
SHP-04501,Hepatitis-B,Road,Chennai-Kolkata,4.27,6.57,3.76,59.16,0.2187,4,55.48,6.88,0,0.0,0
SHP-04502,Hepatitis-B,Road,Bengaluru-Pune,2.48,3.32,1.92,55.74,0.5171,1,24.41,8.83,1,111.61,0
SHP-04503,COVID-19-mRNA,Road,Jaipur-Hyderabad,3.88,4.1,3.37,50.78,0.1009,0,68.53,8.99,0,0.0,0
SHP-04504,COVID-19-mRNA,Sea,Chennai-Kolkata,4.68,6.25,4.11,59.05,1.5322,6,67.72,7.56,0,0.0,0
SHP-04505,Polio,Road,Delhi-Mumbai,4.28,5.3,2.58,59.51,0.652,3,49.53,0.34,0,0.0,0
SHP-04506,COVID-19-mRNA,Road,Bengaluru-Pune,0.31,1.7,0.16,59.01,1.5513,1,71.01,4.88,1,110.8,0
SHP-04507,Influenza,Air,Lucknow-Ahmedabad,0.64,2.6,0.3,65.68,0.1624,1,18.36,0.1,1,50.11,0
SHP-04508,COVID-19-mRNA,Road,Chennai-Kolkata,6.71,8.76,6.46,67.95,0.443,3,54.27,6.81,1,11.05,0
SHP-04509,Hepatitis-B,Road,Delhi-Mumbai,3.23,6.37,1.61,75.06,0.6589,5,16.04,0.32,1,18.25,0
SHP-04510,Rotavirus,Air,Lucknow-Ahmedabad,5.46,7.52,4.61,46.63,0.6206,4,51.65,20.44,0,0.0,0
SHP-04511,COVID-19-mRNA,Road,Delhi-Mumbai,1.27,3.14,-0.18,49.27,0.0108,3,66.71,4.76,1,32.79,0
SHP-04512,Polio,Road,Bengaluru-Pune,0.32,1.07,0.0,58.61,3.1854,2,41.38,1.0,1,30.52,0
SHP-04513,COVID-19-mRNA,Air,Lucknow-Ahmedabad,1.89,3.56,1.85,47.21,1.316,1,56.36,3.16,1,16.37,0
SHP-04514,Hepatitis-B,Road,Bengaluru-Pune,3.44,5.82,3.02,48.82,0.0638,3,15.45,8.76,0,0.0,0
SHP-04515,Hepatitis-B,Road,Lucknow-Ahmedabad,2.34,3.16,1.27,59.75,0.3922,7,47.79,0.99,1,101.11,0
SHP-04516,Polio,Air,Chennai-Kolkata,7.23,8.17,6.99,64.01,0.1888,2,10.17,3.85,1,93.91,0
SHP-04517,Hepatitis-B,Road,Jaipur-Hyderabad,4.45,4.45,3.08,67.76,1.0555,5,8.44,0.02,0,0.0,0
SHP-04518,Rotavirus,Road,Jaipur-Hyderabad,8.62,10.19,8.26,53.07,0.5979,3,47.85,7.77,1,56.77,1
SHP-04519,COVID-19-mRNA,Road,Delhi-Mumbai,5.01,6.73,2.6,59.63,0.1265,1,43.81,1.08,0,0.0,0
SHP-04520,COVID-19-mRNA,Road,Lucknow-Ahmedabad,-2.03,0.5,-2.91,57.43,0.0172,4,27.73,2.45,1,38.79,0
SHP-04521,Rotavirus,Road,Bengaluru-Pune,6.64,6.98,5.37,55.18,0.1725,1,39.85,3.78,0,0.0,0
SHP-04522,Hepatitis-B,Road,Chennai-Kolkata,0.23,0.39,-0.63,46.84,0.0194,3,51.17,0.78,1,16.5,0
SHP-04523,Rotavirus,Sea,Chennai-Kolkata,4.58,6.84,3.67,45.57,0.0762,2,48.55,13.06,0,0.0,0
SHP-04524,Hepatitis-B,Road,Chennai-Kolkata,2.06,2.68,1.73,61.67,0.5055,0,10.86,3.16,1,66.52,0
SHP-04525,Influenza,Air,Jaipur-Hyderabad,9.36,10.12,8.81,46.67,0.6834,5,50.76,1.32,1,99.82,1
SHP-04526,Polio,Road,Bengaluru-Pune,7.6,8.13,6.5,37.23,0.3156,2,49.53,6.64,1,117.0,0
SHP-04527,Influenza,Rail,Chennai-Kolkata,2.15,2.91,1.65,54.68,0.4585,2,50.19,11.23,1,106.43,0
SHP-04528,Rotavirus,Air,Chennai-Kolkata,3.68,4.09,2.89,69.55,0.0847,6,61.93,12.19,0,0.0,0
SHP-04529,Hepatitis-B,Sea,Delhi-Mumbai,4.61,5.28,3.45,27.05,0.1905,4,44.06,2.82,0,0.0,0
SHP-04530,COVID-19-mRNA,Sea,Lucknow-Ahmedabad,6.16,6.58,4.4,52.12,0.6239,0,67.9,2.23,0,0.0,0
SHP-04531,COVID-19-mRNA,Air,Lucknow-Ahmedabad,4.07,4.71,2.97,61.75,0.227,2,70.68,13.24,0,0.0,0
SHP-04532,COVID-19-mRNA,Sea,Lucknow-Ahmedabad,1.44,4.39,1.03,36.77,0.2145,2,55.62,0.27,1,32.18,0
SHP-04533,COVID-19-mRNA,Road,Delhi-Mumbai,2.21,2.32,1.24,52.87,0.1078,1,29.67,6.94,1,12.23,0
SHP-04534,Polio,Rail,Jaipur-Hyderabad,3.99,4.51,2.98,43.61,0.4517,1,15.44,0.98,0,0.0,0
SHP-04535,Hepatitis-B,Road,Delhi-Mumbai,7.09,7.94,6.73,44.93,0.8292,11,60.13,3.13,0,0.0,0
SHP-04536,Hepatitis-B,Road,Chennai-Kolkata,5.07,5.79,4.99,50.98,0.3169,3,15.68,15.36,0,0.0,0
SHP-04537,Polio,Road,Bengaluru-Pune,2.07,2.74,0.92,43.77,0.0614,5,15.65,4.35,1,81.04,0
SHP-04538,Hepatitis-B,Rail,Chennai-Kolkata,5.62,6.34,5.27,42.94,0.9112,3,66.66,3.71,0,0.0,0
SHP-04539,COVID-19-mRNA,Air,Chennai-Kolkata,3.03,3.04,2.9,54.41,0.037,5,42.95,0.32,0,0.0,0
SHP-04540,COVID-19-mRNA,Road,Bengaluru-Pune,6.23,6.42,6.01,77.27,0.3191,3,25.36,1.62,0,0.0,0
SHP-04541,COVID-19-mRNA,Air,Lucknow-Ahmedabad,10.32,13.47,9.46,62.58,0.1513,4,69.56,0.02,1,115.4,1
SHP-04542,Hepatitis-B,Road,Delhi-Mumbai,3.1,4.08,2.38,65.11,1.3769,5,52.68,10.4,0,0.0,0
SHP-04543,COVID-19-mRNA,Road,Jaipur-Hyderabad,6.0,6.44,4.89,62.97,0.6688,4,41.3,5.18,0,0.0,0
SHP-04544,COVID-19-mRNA,Road,Chennai-Kolkata,2.14,5.04,1.59,48.02,0.4178,2,27.75,0.63,1,110.19,0
SHP-04545,Polio,Road,Chennai-Kolkata,3.72,5.51,2.54,58.11,0.5509,4,50.66,2.26,0,0.0,0
SHP-04546,Influenza,Air,Jaipur-Hyderabad,4.07,5.37,3.47,65.98,0.3804,7,54.24,8.34,0,0.0,0
SHP-04547,COVID-19-mRNA,Air,Delhi-Mumbai,3.52,3.82,1.97,63.28,0.0799,3,53.0,0.76,1,92.44,0
SHP-04548,Hepatitis-B,Air,Chennai-Kolkata,10.16,10.78,9.63,56.95,0.6174,3,18.89,1.31,1,114.92,1
SHP-04549,Hepatitis-B,Road,Jaipur-Hyderabad,3.23,6.16,2.71,60.2,0.3393,3,52.02,3.9,0,0.0,0
SHP-04550,Influenza,Sea,Chennai-Kolkata,5.47,6.71,5.04,79.63,0.503,1,44.38,0.78,0,0.0,0
SHP-04551,Rotavirus,Air,Lucknow-Ahmedabad,-0.83,0.06,-0.97,63.39,0.0231,1,62.11,2.41,1,95.04,1
SHP-04552,COVID-19-mRNA,Sea,Lucknow-Ahmedabad,5.08,6.5,4.14,51.85,0.0766,10,47.23,20.12,0,0.0,0
SHP-04553,COVID-19-mRNA,Road,Chennai-Kolkata,6.86,8.91,5.51,54.26,0.445,1,15.65,3.92,1,103.83,0
SHP-04554,Rotavirus,Road,Chennai-Kolkata,2.68,3.36,2.58,44.46,0.3076,2,27.02,6.05,0,0.0,0
SHP-04555,Polio,Road,Lucknow-Ahmedabad,-2.28,-0.93,-3.16,78.47,0.1287,4,55.09,5.44,1,80.37,1
SHP-04556,Hepatitis-B,Rail,Chennai-Kolkata,3.9,4.82,3.45,71.04,0.1377,3,54.84,1.19,0,0.0,0
SHP-04557,Hepatitis-B,Air,Delhi-Mumbai,4.04,6.45,3.3,55.83,0.4994,1,20.7,9.36,0,0.0,0
SHP-04558,Hepatitis-B,Road,Delhi-Mumbai,5.81,6.43,4.86,76.81,0.0304,2,29.4,0.65,0,0.0,0
SHP-04559,Rotavirus,Road,Bengaluru-Pune,9.03,10.92,8.65,61.32,0.2848,3,7.01,12.73,1,41.81,1
SHP-04560,Rotavirus,Road,Delhi-Mumbai,3.05,5.56,2.38,50.69,0.3702,6,27.89,1.22,0,0.0,0
SHP-04561,Influenza,Rail,Chennai-Kolkata,1.86,3.24,0.95,64.06,0.1842,3,7.74,15.48,1,97.44,0
SHP-04562,COVID-19-mRNA,Air,Chennai-Kolkata,1.08,2.49,0.28,58.99,0.8589,7,63.61,8.0,1,105.14,0
SHP-04563,Rotavirus,Road,Jaipur-Hyderabad,4.5,6.78,4.38,63.38,0.0292,6,50.0,0.94,0,0.0,0
SHP-04564,COVID-19-mRNA,Road,Delhi-Mumbai,5.2,5.84,3.95,41.31,1.0041,1,69.96,0.87,0,0.0,0
SHP-04565,COVID-19-mRNA,Road,Lucknow-Ahmedabad,2.64,2.74,1.78,46.9,0.6423,3,64.87,0.44,1,98.57,0
SHP-04566,Rotavirus,Road,Lucknow-Ahmedabad,5.95,7.81,4.22,69.88,0.2955,4,45.83,1.42,0,0.0,0
SHP-04567,COVID-19-mRNA,Road,Bengaluru-Pune,5.16,6.92,5.01,71.93,1.2916,3,39.19,5.38,0,0.0,0
SHP-04568,COVID-19-mRNA,Rail,Jaipur-Hyderabad,4.11,4.96,2.25,69.15,0.6057,4,64.33,3.67,0,0.0,0
SHP-04569,COVID-19-mRNA,Road,Lucknow-Ahmedabad,1.74,2.19,1.21,77.19,1.3372,3,25.7,4.75,1,76.79,0
SHP-04570,Rotavirus,Rail,Bengaluru-Pune,2.8,3.56,-0.42,60.77,0.3199,3,20.75,0.16,1,81.5,1
SHP-04571,Hepatitis-B,Road,Delhi-Mumbai,-2.07,-1.98,-2.41,60.07,0.3016,3,33.06,0.42,1,84.88,1
SHP-04572,Hepatitis-B,Air,Jaipur-Hyderabad,4.59,4.68,4.35,45.87,0.3783,3,9.51,5.89,0,0.0,0
SHP-04573,COVID-19-mRNA,Air,Jaipur-Hyderabad,4.07,6.23,1.91,49.19,0.0338,5,25.93,9.42,1,42.47,0
SHP-04574,Influenza,Air,Chennai-Kolkata,4.47,6.82,4.04,35.12,1.1957,4,11.52,2.23,0,0.0,0
SHP-04575,Influenza,Road,Delhi-Mumbai,5.26,5.47,5.09,51.79,0.5509,4,9.48,0.91,0,0.0,0
SHP-04576,Polio,Road,Jaipur-Hyderabad,4.96,5.32,4.56,34.41,0.4806,4,42.39,1.84,0,0.0,0
SHP-04577,Polio,Road,Bengaluru-Pune,3.72,3.85,3.59,65.81,1.305,2,52.74,2.66,0,0.0,0
SHP-04578,COVID-19-mRNA,Road,Lucknow-Ahmedabad,4.12,6.54,4.05,58.88,2.5286,2,41.42,4.97,0,0.0,0
SHP-04579,Rotavirus,Air,Delhi-Mumbai,0.49,0.99,0.31,34.74,0.0892,1,10.66,2.63,1,80.7,0
SHP-04580,Hepatitis-B,Air,Delhi-Mumbai,2.54,4.94,0.45,53.1,0.6911,3,32.07,11.37,1,65.29,0
SHP-04581,Rotavirus,Road,Jaipur-Hyderabad,4.13,5.25,3.76,74.68,0.4337,7,13.32,2.56,0,0.0,0
SHP-04582,Polio,Road,Jaipur-Hyderabad,2.16,5.33,1.99,53.74,0.309,1,48.9,1.0,1,90.05,0
SHP-04583,Influenza,Air,Jaipur-Hyderabad,6.15,7.91,5.75,45.02,1.8996,5,60.54,1.43,0,0.0,0
SHP-04584,Influenza,Air,Bengaluru-Pune,2.35,2.96,1.57,37.14,0.9494,0,13.7,3.13,1,38.63,0
SHP-04585,Hepatitis-B,Sea,Chennai-Kolkata,4.54,5.38,4.36,37.44,0.5966,1,10.41,7.63,0,0.0,0
SHP-04586,Rotavirus,Rail,Jaipur-Hyderabad,4.29,5.67,4.01,60.36,0.2412,1,32.79,10.18,0,0.0,0
SHP-04587,Polio,Air,Chennai-Kolkata,5.87,6.26,3.94,50.66,0.5484,5,26.03,1.02,0,0.0,0
SHP-04588,COVID-19-mRNA,Road,Chennai-Kolkata,6.25,8.41,6.01,51.49,0.3793,7,23.21,0.02,1,63.33,0
SHP-04589,Hepatitis-B,Road,Delhi-Mumbai,5.74,6.66,5.43,50.7,0.1434,4,19.95,10.18,0,0.0,0
SHP-04590,Influenza,Rail,Lucknow-Ahmedabad,-1.27,0.33,-1.33,53.6,0.2993,3,26.92,1.3,1,47.99,0
SHP-04591,Hepatitis-B,Road,Lucknow-Ahmedabad,6.99,9.05,5.8,42.73,0.1193,2,69.71,8.62,1,72.64,0
SHP-04592,COVID-19-mRNA,Air,Bengaluru-Pune,7.82,9.62,6.38,58.16,0.347,3,62.61,4.0,1,37.42,0
SHP-04593,Hepatitis-B,Road,Bengaluru-Pune,2.79,5.65,1.94,40.77,0.6369,2,45.69,2.59,1,16.93,0
SHP-04594,Polio,Road,Lucknow-Ahmedabad,4.59,4.61,3.16,47.44,0.0187,2,58.83,0.79,0,0.0,0
SHP-04595,Polio,Road,Lucknow-Ahmedabad,1.77,2.58,0.63,65.11,0.7249,2,6.97,5.57,1,34.33,0
SHP-04596,Hepatitis-B,Road,Delhi-Mumbai,-0.87,1.17,-1.46,58.76,0.0101,2,13.36,8.52,1,92.5,0
SHP-04597,Influenza,Road,Delhi-Mumbai,2.15,4.02,1.01,61.86,0.3642,1,25.3,3.09,1,59.7,0
SHP-04598,COVID-19-mRNA,Road,Lucknow-Ahmedabad,2.65,4.03,0.81,76.5,0.426,3,48.5,2.96,1,37.54,0
SHP-04599,Polio,Air,Jaipur-Hyderabad,3.11,3.97,2.19,54.4,0.7162,3,64.31,7.04,0,0.0,0
SHP-04600,COVID-19-mRNA,Road,Jaipur-Hyderabad,1.6,2.03,1.33,55.21,0.7157,7,21.26,3.47,1,22.83,0
SHP-04601,COVID-19-mRNA,Air,Delhi-Mumbai,2.17,2.63,1.46,52.36,0.2702,3,15.19,7.7,1,93.76,0
SHP-04602,Influenza,Rail,Chennai-Kolkata,3.97,5.01,3.22,50.57,0.0343,5,61.96,0.28,0,0.0,0
SHP-04603,Rotavirus,Air,Lucknow-Ahmedabad,2.07,2.84,1.5,44.89,0.5913,4,33.0,9.75,1,99.39,0
SHP-04604,Polio,Air,Bengaluru-Pune,5.36,5.61,4.96,55.84,0.3577,5,52.17,1.52,0,0.0,0
SHP-04605,Influenza,Road,Jaipur-Hyderabad,5.7,6.11,5.1,58.55,0.2025,5,42.17,0.93,0,0.0,0
SHP-04606,Rotavirus,Rail,Chennai-Kolkata,9.95,11.88,7.42,59.11,0.1339,6,17.61,0.16,1,29.8,1
SHP-04607,Influenza,Rail,Jaipur-Hyderabad,6.81,7.95,6.77,55.64,0.0638,1,52.24,8.98,0,0.0,0
SHP-04608,COVID-19-mRNA,Road,Chennai-Kolkata,4.61,6.87,4.45,64.26,0.1749,2,33.77,0.31,0,0.0,0
SHP-04609,Rotavirus,Air,Lucknow-Ahmedabad,2.45,2.77,1.74,55.29,0.3067,3,24.99,15.44,1,89.93,0
SHP-04610,Polio,Road,Lucknow-Ahmedabad,4.73,6.13,4.49,50.91,0.3247,3,65.58,4.16,0,0.0,0
SHP-04611,Polio,Road,Lucknow-Ahmedabad,4.82,5.67,4.62,45.73,0.437,0,6.4,6.0,0,0.0,0
SHP-04612,COVID-19-mRNA,Air,Delhi-Mumbai,2.72,4.1,2.7,39.51,0.2251,1,32.72,6.46,0,0.0,0
SHP-04613,Polio,Sea,Chennai-Kolkata,5.96,6.11,5.58,69.6,1.2622,5,25.83,1.73,0,0.0,0
SHP-04614,COVID-19-mRNA,Air,Bengaluru-Pune,0.5,0.91,-1.26,48.01,0.3425,3,9.6,8.21,1,21.29,0
